epoch,step,train_loss_epoch,train_loss_step
45,6117,,0.5995287895202637
45,6117,0.7681257724761963,
46,6250,,0.9177632331848145
46,6250,0.8077960014343262,
47,6383,,0.7389664053916931
47,6383,0.782164454460144,
48,6516,,0.7893631458282471
48,6516,0.7938599586486816,
49,6649,,0.759631872177124
49,6649,0.8075432777404785,
50,6782,,0.6284209489822388
50,6782,0.7763649225234985,
51,6915,,0.8236569166183472
51,6915,0.7751120328903198,
52,7048,,0.8324331045150757
52,7048,0.7566030621528625,
53,7181,,0.7715555429458618
53,7181,0.7850120067596436,
54,7314,,0.5037950277328491
54,7314,0.7751937508583069,
55,7447,,0.6062705516815186
55,7447,0.7938302755355835,
56,7580,,0.6861804723739624
56,7580,0.7986056208610535,
57,7713,,0.6557048559188843
57,7713,0.7776268124580383,
58,7846,,0.6813734769821167
58,7846,0.746300458908081,
59,7979,,0.7115694284439087
59,7979,0.770987868309021,
60,8112,,0.7532698512077332
60,8112,0.7577887177467346,
61,8245,,0.640780508518219
61,8245,0.7823465466499329,
62,8378,,0.5609129667282104
62,8378,0.7613632082939148,
63,8511,,0.6618027687072754
63,8511,0.7554886937141418,
64,8644,,0.8112823963165283
64,8644,0.7605520486831665,
65,8777,,0.7641400694847107
65,8777,0.7745846509933472,
66,8910,,0.9495342969894409
66,8910,0.7567960023880005,
67,9043,,0.9403351545333862
67,9043,0.779289960861206,
68,9176,,0.8232641220092773
68,9176,0.7833968997001648,
69,9309,,0.7192119359970093
69,9309,0.7726290822029114,
70,9442,,0.5191308259963989
70,9442,0.7551741003990173,
71,9575,,0.6929246187210083
71,9575,0.7661135792732239,
72,9708,,0.6504706144332886
72,9708,0.7741764187812805,
73,9841,,0.5626437664031982
73,9841,0.7888520956039429,
74,9974,,0.8414769768714905
74,9974,0.7482725977897644,
75,10107,,0.6553491353988647
75,10107,0.7514206767082214,
76,10240,,0.8884580135345459
76,10240,0.76811283826828,
77,10373,,0.8360896706581116
77,10373,0.777779221534729,
78,10506,,0.7703102827072144
78,10506,0.7665876150131226,
79,10639,,1.0091760158538818
79,10639,0.7617654204368591,
80,10772,,0.4390200972557068
80,10772,0.7433767914772034,
81,10905,,1.1116247177124023
81,10905,0.7639720439910889,
82,11038,,0.5831932425498962
82,11038,0.7318704724311829,
83,11171,,0.5240879058837891
83,11171,0.7422438859939575,
84,11304,,0.6603418588638306
84,11304,0.7840837836265564,
85,11437,,0.453718900680542
85,11437,0.7684532999992371,
86,11570,,1.0092657804489136
86,11570,0.769140362739563,
87,11703,,1.0517337322235107
87,11703,0.771979570388794,
88,11836,,0.7135379910469055
88,11836,0.750538170337677,
89,11969,,0.7612799406051636
89,11969,0.7624679207801819,
90,12102,,0.8649272918701172
90,12102,0.7649146914482117,
91,12235,,0.6027094125747681
91,12235,0.7604628205299377,
92,12368,,1.0805960893630981
92,12368,0.7654279470443726,
93,12501,,1.0307587385177612
93,12501,0.756805956363678,
94,12634,,0.6698123812675476
94,12634,0.7348775863647461,
95,12767,,0.6352509260177612
95,12767,0.7735702395439148,
96,12900,,0.825800359249115
96,12900,0.7747828960418701,
97,13033,,0.866398274898529
97,13033,0.7661561965942383,
98,13166,,0.8514359593391418
98,13166,0.7754615545272827,
99,13299,,0.6173142194747925
99,13299,0.7925622463226318,
100,13432,,0.8895320892333984
100,13432,0.7540741562843323,
101,13565,,0.6839709877967834
101,13565,0.7565166354179382,
102,13698,,1.232452630996704
102,13698,0.7765533924102783,
103,13831,,0.6492850184440613
103,13831,0.7717446684837341,
104,13964,,0.9508811831474304
104,13964,0.7600680589675903,
105,14097,,0.9539626240730286
105,14097,0.7583872079849243,
106,14230,,0.7900600433349609
106,14230,0.7705942392349243,
107,14363,,0.685437023639679
107,14363,0.7585451602935791,
108,14496,,0.8404453992843628
108,14496,0.769956111907959,
109,14629,,0.7229079008102417
109,14629,0.7566929459571838,
110,14762,,0.7765769958496094
110,14762,0.757276713848114,
111,14895,,0.8593270778656006
111,14895,0.7665250301361084,
112,15028,,0.701866626739502
112,15028,0.7609211802482605,
113,15161,,0.8782602548599243
113,15161,0.7680279612541199,
114,15294,,0.4377586841583252
114,15294,0.7351119518280029,
115,15427,,0.7426901459693909
115,15427,0.7636974453926086,
116,15560,,0.9311014413833618
116,15560,0.7386196255683899,
117,15693,,0.7414368391036987
117,15693,0.7671217918395996,
118,15826,,0.9861800074577332
118,15826,0.7525492906570435,
119,15959,,1.05901038646698
119,15959,0.7531340718269348,
120,16092,,0.7384856343269348
120,16092,0.7713263630867004,
121,16225,,0.7774704694747925
121,16225,0.7580468654632568,
122,16358,,0.7360444664955139
122,16358,0.7814569473266602,
123,16491,,0.703654408454895
123,16491,0.7719792127609253,
124,16624,,0.7361366748809814
124,16624,0.7568411827087402,
125,16757,,0.6812010407447815
125,16757,0.7286192774772644,
126,16890,,0.6571261882781982
126,16890,0.759141206741333,
127,17023,,0.548825740814209
127,17023,0.7601870894432068,
128,17156,,0.8883771896362305
128,17156,0.7511575222015381,
129,17289,,0.5492144227027893
129,17289,0.7545191049575806,
130,17422,,0.7163224220275879
130,17422,0.7319344282150269,
131,17555,,0.6195223331451416
131,17555,0.7740364074707031,
132,17688,,0.7166297435760498
132,17688,0.7409683465957642,
133,17821,,0.6776019334793091
133,17821,0.733119010925293,
134,17954,,0.7819318175315857
134,17954,0.7575461268424988,
135,18087,,0.5746325850486755
135,18087,0.7448102831840515,
136,18220,,0.9431907534599304
136,18220,0.7689744234085083,
137,18353,,1.036930799484253
137,18353,0.7500512599945068,
138,18486,,0.5022557377815247
138,18486,0.7559900283813477,
139,18619,,0.7717556953430176
139,18619,0.7481215596199036,
140,18752,,0.7123535871505737
140,18752,0.7494017481803894,
141,18885,,0.7643682956695557
141,18885,0.7676571607589722,
142,19018,,0.8570657968521118
142,19018,0.7429076433181763,
143,19151,,0.6751365065574646
143,19151,0.7452171444892883,
144,19284,,0.7632161378860474
144,19284,0.7619841694831848,
145,19417,,0.9208135604858398
145,19417,0.7404499650001526,
146,19550,,0.8314215540885925
146,19550,0.7716756463050842,
147,19683,,0.7978696823120117
147,19683,0.7477082014083862,
148,19816,,0.46070027351379395
148,19816,0.7524092793464661,
149,19949,,0.6324580311775208
149,19949,0.7480849623680115,
150,20082,,0.6327651739120483
150,20082,0.7541093230247498,
151,20215,,0.6127176880836487
151,20215,0.7623012661933899,
152,20348,,0.7059435248374939
152,20348,0.748008668422699,
153,20481,,0.8352347016334534
153,20481,0.7529652714729309,
154,20614,,0.48451343178749084
154,20614,0.7386975884437561,
155,20747,,0.7186102867126465
155,20747,0.7306078672409058,
156,20880,,0.6584411859512329
156,20880,0.7428088784217834,
157,21013,,0.7233812808990479
157,21013,0.7527651190757751,
158,21146,,0.8111653327941895
158,21146,0.7570648193359375,
159,21279,,0.5207310318946838
159,21279,0.7183508276939392,
160,21412,,0.634879469871521
160,21412,0.7368654012680054,
161,21545,,0.5232226848602295
161,21545,0.7494071125984192,
162,21678,,0.7488555908203125
162,21678,0.7623933553695679,
163,21811,,0.800780177116394
163,21811,0.7458844184875488,
164,21944,,0.821747899055481
164,21944,0.7373887300491333,
165,22077,,0.7360044717788696
165,22077,0.7292267084121704,
166,22210,,0.687390148639679
166,22210,0.7351273894309998,
167,22343,,0.6896966099739075
167,22343,0.7401189208030701,
168,22476,,0.884591281414032
168,22476,0.7615450620651245,
169,22609,,0.7413454055786133
169,22609,0.7805019021034241,
170,22742,,0.6199771165847778
170,22742,0.7517743110656738,
171,22875,,0.8210303783416748
171,22875,0.7428314685821533,
172,23008,,0.8137592077255249
172,23008,0.751952588558197,
173,23141,,0.7057454586029053
173,23141,0.7704793810844421,
174,23274,,0.8460617065429688
174,23274,0.7436715364456177,
175,23407,,0.9005566835403442
175,23407,0.7307081818580627,
176,23540,,0.7630375027656555
176,23540,0.7630941867828369,
177,23673,,0.4235073924064636
177,23673,0.7361944913864136,
178,23806,,0.661630392074585
178,23806,0.7558452486991882,
179,23939,,0.724035382270813
179,23939,0.7474835515022278,
180,24072,,0.8387620449066162
180,24072,0.7252258062362671,
181,24205,,0.829560399055481
181,24205,0.7397307753562927,
182,24338,,0.8045925498008728
182,24338,0.7384549379348755,
183,24471,,0.5716038346290588
183,24471,0.7651830911636353,
184,24604,,0.8249714970588684
184,24604,0.7307275533676147,
185,24737,,0.8559131622314453
185,24737,0.7096431851387024,
186,24870,,0.7401738166809082
186,24870,0.747618556022644,
187,25003,,0.8171517848968506
187,25003,0.7577781677246094,
188,25136,,0.8484233617782593
188,25136,0.7381283640861511,
189,25269,,0.497785747051239
189,25269,0.7382294535636902,
190,25402,,0.6696764230728149
190,25402,0.7489312887191772,
191,25535,,0.8312764167785645
191,25535,0.7564730644226074,
192,25668,,0.8008443713188171
192,25668,0.7392933964729309,
193,25801,,0.5204893946647644
193,25801,0.7381887435913086,
194,25934,,0.5393821001052856
194,25934,0.7245402336120605,
195,26067,,0.9594199657440186
195,26067,0.7337114810943604,
196,26200,,0.8575832843780518
196,26200,0.7661277055740356,
197,26333,,0.6852341890335083
197,26333,0.7413219213485718,
198,26466,,0.5693477392196655
198,26466,0.7421027421951294,
199,26599,,0.6469553112983704
199,26599,0.7441141605377197,
200,26732,,0.6819339394569397
200,26732,0.7397390604019165,
201,26865,,1.024187445640564
201,26865,0.7641342878341675,
202,26998,,0.6035536527633667
202,26998,0.7282355427742004,
203,27131,,0.6734055280685425
203,27131,0.7389401793479919,
204,27264,,0.762744128704071
204,27264,0.752510130405426,
205,27397,,0.7874255180358887
205,27397,0.7415298819541931,
206,27530,,0.6256639957427979
206,27530,0.7114961743354797,
207,27663,,0.6866158843040466
207,27663,0.7292656302452087,
208,27796,,0.7014801502227783
208,27796,0.749910831451416,
209,27929,,0.5360161066055298
209,27929,0.7389772534370422,
210,28062,,0.5627709031105042
210,28062,0.7639351487159729,
211,28195,,0.786970853805542
211,28195,0.7498688697814941,
212,28328,,0.5734986066818237
212,28328,0.7465409636497498,
213,28461,,1.0540318489074707
213,28461,0.7389556169509888,
214,28594,,1.133116602897644
214,28594,0.734352171421051,
215,28727,,0.6745798587799072
215,28727,0.7220396399497986,
216,28860,,0.7490614056587219
216,28860,0.7324268221855164,
217,28993,,0.7349483370780945
217,28993,0.7453879117965698,
218,29126,,0.8438242673873901
218,29126,0.747614860534668,
219,29259,,0.6062101125717163
219,29259,0.7225252985954285,
220,29392,,0.635319173336029
220,29392,0.7420393228530884,
221,29525,,0.7583311796188354
221,29525,0.7460907697677612,
222,29658,,0.944371223449707
222,29658,0.7365514039993286,
223,29791,,0.5757468938827515
223,29791,0.7286161184310913,
224,29924,,0.7811384797096252
224,29924,0.7447933554649353,
225,30057,,0.4449319541454315
225,30057,0.7355859875679016,
226,30190,,0.7392285466194153
226,30190,0.7197352051734924,
227,30323,,0.905616283416748
227,30323,0.7449666261672974,
228,30456,,0.5103198885917664
228,30456,0.7613900899887085,
229,30589,,0.6430650949478149
229,30589,0.7254056334495544,
230,30722,,0.985370397567749
230,30722,0.7348228693008423,
231,30855,,0.6517388820648193
231,30855,0.7315512895584106,
232,30988,,0.5113509893417358
232,30988,0.723836362361908,
233,31121,,0.4920768141746521
233,31121,0.696283757686615,
234,31254,,0.6472581028938293
234,31254,0.7183674573898315,
235,31387,,0.9016099572181702
235,31387,0.7249631285667419,
236,31520,,0.6560755968093872
236,31520,0.7288851737976074,
237,31653,,0.7207562923431396
237,31653,0.729162871837616,
238,31786,,0.6156586408615112
238,31786,0.7021641731262207,
239,31919,,0.68984055519104
239,31919,0.7296213507652283,
240,32052,,0.6886565685272217
240,32052,0.7250580787658691,
241,32185,,0.7518283128738403
241,32185,0.7230907678604126,
242,32318,,0.6060508489608765
242,32318,0.7258725762367249,
243,32451,,0.6637263298034668
243,32451,0.7337316870689392,
244,32584,,0.7754287719726562
244,32584,0.7024035453796387,
245,32717,,0.5882018804550171
245,32717,0.7387812733650208,
246,32850,,0.4520513415336609
246,32850,0.7357081174850464,
247,32983,,0.5945795774459839
247,32983,0.7250343561172485,
248,33116,,0.6985889673233032
248,33116,0.731509268283844,
249,33249,,0.6157078742980957
249,33249,0.7254989743232727,
250,33382,,0.6404866576194763
250,33382,0.7162355780601501,
251,33515,,0.6122778058052063
251,33515,0.7281365990638733,
252,33648,,0.632693350315094
252,33648,0.7427129149436951,
253,33781,,0.7121272087097168
253,33781,0.7212772965431213,
254,33914,,0.6046134829521179
254,33914,0.6903287768363953,
255,34047,,0.6718205213546753
255,34047,0.7268467545509338,
256,34180,,0.9318374991416931
256,34180,0.7394345998764038,
257,34313,,0.926598310470581
257,34313,0.72993004322052,
258,34446,,0.5195293426513672
258,34446,0.7420331239700317,
259,34579,,0.6465681791305542
259,34579,0.7427707314491272,
260,34712,,0.3738895356655121
260,34712,0.7281085848808289,
261,34845,,0.8822786808013916
261,34845,0.7576436996459961,
262,34978,,0.8486278057098389
262,34978,0.7425457239151001,
263,35111,,1.0090835094451904
263,35111,0.7344397306442261,
264,35244,,0.5899719595909119
264,35244,0.7161606550216675,
265,35377,,0.3245886564254761
265,35377,0.7102279663085938,
266,35510,,0.8029370903968811
266,35510,0.7304337024688721,
267,35643,,0.5284041166305542
267,35643,0.7205374240875244,
268,35776,,0.8840855956077576
268,35776,0.7198936343193054,
269,35909,,0.7848766446113586
269,35909,0.7296047210693359,
270,36042,,0.6766905188560486
270,36042,0.7253097295761108,
271,36175,,0.7117758989334106
271,36175,0.7294213175773621,
272,36308,,0.5177675485610962
272,36308,0.7428946495056152,
273,36441,,0.7689958810806274
273,36441,0.7228286266326904,
274,36574,,0.7640765905380249
274,36574,0.7310255765914917,
275,36707,,0.8725444674491882
275,36707,0.7368561029434204,
276,36840,,0.7473470568656921
276,36840,0.7144972085952759,
277,36973,,0.7296208143234253
277,36973,0.7120219469070435,
278,37106,,0.8502427339553833
278,37106,0.7243757247924805,
279,37239,,0.7185869216918945
279,37239,0.7313254475593567,
280,37372,,0.6636267900466919
280,37372,0.7048434615135193,
281,37505,,0.5958188772201538
281,37505,0.7251977920532227,
282,37638,,0.9246588945388794
282,37638,0.7270916104316711,
283,37771,,0.9639722108840942
283,37771,0.7267553210258484,
284,37904,,0.7254866361618042
284,37904,0.7413558959960938,
285,38037,,0.6897144317626953
285,38037,0.7190594673156738,
286,38170,,0.825360894203186
286,38170,0.7221516966819763,
287,38303,,0.6750999689102173
287,38303,0.7425411343574524,
288,38436,,0.7012491822242737
288,38436,0.7182198762893677,
289,38569,,0.6934328079223633
289,38569,0.7271372675895691,
290,38702,,0.4629899859428406
290,38702,0.7366026639938354,
291,38835,,0.6716193556785583
291,38835,0.7115622758865356,
292,38968,,0.6397427320480347
292,38968,0.730484664440155,
293,39101,,0.7795038223266602
293,39101,0.7143334746360779,
294,39234,,0.7622179985046387
294,39234,0.7249810099601746,
295,39367,,0.9932488203048706
295,39367,0.7315582036972046,
296,39500,,1.2220165729522705
296,39500,0.7467490434646606,
297,39633,,0.5768903493881226
297,39633,0.7184824347496033,
298,39766,,0.7483901977539062
298,39766,0.7486623525619507,
299,39899,,0.8301186561584473
299,39899,0.738499104976654,
300,40032,,0.625223696231842
300,40032,0.7238495945930481,
301,40165,,0.5931515693664551
301,40165,0.7388257384300232,
302,40298,,0.634139358997345
302,40298,0.7268536686897278,
303,40431,,0.887501060962677
303,40431,0.7505872249603271,
304,40564,,0.8110074996948242
304,40564,0.7331432700157166,
305,40697,,0.6114679574966431
305,40697,0.7340415716171265,
306,40830,,0.9385589361190796
306,40830,0.718585729598999,
307,40963,,0.5342065095901489
307,40963,0.70223069190979,
308,41096,,0.8423405885696411
308,41096,0.6946234107017517,
309,41229,,0.7660750150680542
309,41229,0.750192403793335,
310,41362,,0.654682457447052
310,41362,0.6986417770385742,
311,41495,,0.519635021686554
311,41495,0.7626516819000244,
312,41628,,0.9025281667709351
312,41628,0.7286423444747925,
313,41761,,0.46292832493782043
313,41761,0.7241763472557068,
314,41894,,0.6281998753547668
314,41894,0.7091540694236755,
315,42027,,0.5852190256118774
315,42027,0.725726306438446,
316,42160,,0.858883261680603
316,42160,0.7252174019813538,
317,42293,,0.5049735307693481
317,42293,0.7427940368652344,
318,42426,,0.849138617515564
318,42426,0.7432024478912354,
319,42559,,0.9158554077148438
319,42559,0.7332861423492432,
320,42692,,0.8512412309646606
320,42692,0.7261370420455933,
321,42825,,0.8681381940841675
321,42825,0.7304263710975647,
322,42958,,0.9067123532295227
322,42958,0.7471221089363098,
323,43091,,0.6830281019210815
323,43091,0.7223613262176514,
324,43224,,0.6430256366729736
324,43224,0.7190083265304565,
325,43357,,0.9287983179092407
325,43357,0.7338421940803528,
326,43490,,0.8233640789985657
326,43490,0.7106375694274902,
327,43623,,0.8799245357513428
327,43623,0.7300910353660583,
328,43756,,1.0132341384887695
328,43756,0.7713035345077515,
329,43889,,0.6281173229217529
329,43889,0.7357776761054993,
330,44022,,0.7243895530700684
330,44022,0.7287980318069458,
331,44155,,0.8046053647994995
331,44155,0.7159741520881653,
332,44288,,0.6069139242172241
332,44288,0.743970513343811,
333,44421,,0.9530879259109497
333,44421,0.7298454642295837,
334,44554,,0.6870133876800537
334,44554,0.7402350902557373,
335,44687,,0.665440559387207
335,44687,0.7253785729408264,
336,44820,,1.020964503288269
336,44820,0.7307462096214294,
337,44953,,0.7056269645690918
337,44953,0.7272452116012573,
338,45086,,0.6630239486694336
338,45086,0.7084869742393494,
339,45219,,0.6671797037124634
339,45219,0.731628954410553,
340,45352,,0.7686078548431396
340,45352,0.701303243637085,
341,45485,,1.0111299753189087
341,45485,0.7443608641624451,
342,45618,,0.5524357557296753
342,45618,0.7210994958877563,
343,45751,,0.6166605949401855
343,45751,0.7286078333854675,
344,45884,,0.49113622307777405
344,45884,0.6953245997428894,
345,46017,,0.8413175344467163
345,46017,0.7350901365280151,
346,46150,,0.9039266705513
346,46150,0.7188760638237,
347,46283,,0.7525524497032166
347,46283,0.7219226360321045,
348,46416,,0.5881341695785522
348,46416,0.707714855670929,
349,46549,,0.7459024786949158
349,46549,0.727128803730011,
350,46682,,0.3406437933444977
350,46682,0.7120926380157471,
351,46815,,0.8074336647987366
351,46815,0.7281904816627502,
352,46948,,0.6876494288444519
352,46948,0.7160785794258118,
353,47081,,0.8822768926620483
353,47081,0.7170436978340149,
354,47214,,0.7968404293060303
354,47214,0.7308292388916016,
