epoch,step,train_loss_epoch,train_loss_step
133,2143,0.8455685973167419,
134,2159,,0.8237534761428833
134,2159,0.8766488432884216,
135,2175,,0.967587947845459
135,2175,0.9019314050674438,
136,2191,,0.8850491046905518
136,2191,0.9040239453315735,
137,2207,,1.0633411407470703
137,2207,0.8739773631095886,
138,2223,,0.8434768319129944
138,2223,0.885387122631073,
139,2239,,0.8230755925178528
139,2239,0.8778262138366699,
140,2255,,0.8048137426376343
140,2255,0.8645936846733093,
141,2271,,0.8659931421279907
141,2271,0.8683739304542542,
142,2287,,0.9286818504333496
142,2287,0.910682201385498,
143,2303,,1.0885509252548218
143,2303,0.9081089496612549,
144,2319,,0.9015432596206665
144,2319,0.8762606382369995,
145,2335,,0.8870881199836731
145,2335,0.8510863184928894,
146,2351,,0.9045303463935852
146,2351,0.881364643573761,
147,2367,,0.8618346452713013
147,2367,0.8774932026863098,
148,2383,,0.7487945556640625
148,2383,0.8871196508407593,
149,2399,,0.8950109481811523
149,2399,0.8837043642997742,
150,2415,,0.9412268996238708
150,2415,0.8978856801986694,
151,2431,,0.8104867339134216
151,2431,0.8477606773376465,
152,2447,,0.8686696290969849
152,2447,0.8478173613548279,
153,2463,,0.83403480052948
153,2463,0.8947809934616089,
154,2479,,0.8613244295120239
154,2479,0.8587102293968201,
155,2495,,0.8129047155380249
155,2495,0.8712562322616577,
156,2511,,0.7912474274635315
156,2511,0.8458003997802734,
157,2527,,0.930175244808197
157,2527,0.8746136426925659,
158,2543,,0.903213620185852
158,2543,0.8383873105049133,
159,2559,,0.8124136924743652
159,2559,0.8511414527893066,
160,2575,,0.8484789729118347
160,2575,0.8694047927856445,
161,2591,,0.7890772819519043
161,2591,0.8375828266143799,
162,2607,,0.8509036898612976
162,2607,0.8489115834236145,
163,2623,,0.802587628364563
163,2623,0.8278453946113586,
164,2639,,0.7846953272819519
164,2639,0.8543751835823059,
165,2655,,0.9281670451164246
165,2655,0.839151918888092,
166,2671,,0.8452528119087219
166,2671,0.8658871054649353,
167,2687,,1.0073004961013794
167,2687,0.8604696989059448,
168,2703,,1.042598843574524
168,2703,0.8844478130340576,
169,2719,,0.809724748134613
169,2719,0.8531360030174255,
170,2735,,0.8851026892662048
170,2735,0.8632144927978516,
171,2751,,0.9020560383796692
171,2751,0.8826492428779602,
172,2767,,0.8457394242286682
172,2767,0.8533743619918823,
173,2783,,0.8763113617897034
173,2783,0.8422676920890808,
174,2799,,0.7982215285301208
174,2799,0.8245669007301331,
175,2815,,0.8384259939193726
175,2815,0.8634684681892395,
176,2831,,0.889024019241333
176,2831,0.8671960830688477,
177,2847,,0.865496039390564
177,2847,0.8567114472389221,
178,2863,,0.7825576066970825
178,2863,0.8325216770172119,
179,2879,,0.8189646005630493
179,2879,0.8615759015083313,
180,2895,,0.9080359935760498
180,2895,0.8745096921920776,
181,2911,,0.8916798830032349
181,2911,0.8384459018707275,
182,2927,,0.8046591281890869
182,2927,0.8670259118080139,
183,2943,,0.8831689357757568
183,2943,0.8449792861938477,
184,2959,,0.7449986934661865
184,2959,0.8465827107429504,
185,2975,,0.9058002829551697
185,2975,0.848630428314209,
186,2991,,0.9256601333618164
186,2991,0.8412961959838867,
187,3007,,0.9349374175071716
187,3007,0.9067636132240295,
188,3023,,0.8274422883987427
188,3023,0.8535482287406921,
189,3039,,0.9042381644248962
189,3039,0.8366361856460571,
190,3055,,0.8085458278656006
190,3055,0.8357625007629395,
191,3071,,0.8415756225585938
191,3071,0.8274747729301453,
192,3087,,0.79777592420578
192,3087,0.824789822101593,
193,3103,,0.8987184762954712
193,3103,0.872657299041748,
194,3119,,0.8132902979850769
194,3119,0.875050961971283,
195,3135,,0.8964027166366577
195,3135,0.8723186254501343,
196,3151,,0.753588080406189
196,3151,0.7981978058815002,
197,3167,,0.8649314045906067
197,3167,0.8483290672302246,
198,3183,,0.9000653028488159
198,3183,0.8329388499259949,
199,3199,,0.940990149974823
199,3199,0.8739257454872131,
200,3215,,0.8451881408691406
200,3215,0.8827522397041321,
201,3231,,0.819859504699707
201,3231,0.8208717107772827,
202,3247,,0.8180882930755615
202,3247,0.836217999458313,
203,3263,,0.7184797525405884
203,3263,0.8664001226425171,
204,3279,,0.9264714121818542
204,3279,0.8631749749183655,
205,3295,,0.6873337030410767
205,3295,0.8418700695037842,
206,3311,,0.8398770093917847
206,3311,0.8231895565986633,
207,3327,,0.8383381962776184
207,3327,0.861486554145813,
208,3343,,0.8727495670318604
208,3343,0.8430202007293701,
209,3359,,0.7500138282775879
209,3359,0.8757990598678589,
210,3375,,0.7146975994110107
210,3375,0.8276401162147522,
211,3391,,0.7778581380844116
211,3391,0.8383011817932129,
212,3407,,0.7459948062896729
212,3407,0.8415819406509399,
213,3423,,0.7276806235313416
213,3423,0.8301854729652405,
214,3439,,0.8984959125518799
214,3439,0.866800844669342,
215,3455,,0.8090457916259766
215,3455,0.8442164659500122,
216,3471,,0.9713972210884094
216,3471,0.8543933033943176,
217,3487,,0.9403300285339355
217,3487,0.8484339714050293,
218,3503,,0.8237076997756958
218,3503,0.8535930514335632,
219,3519,,0.8101086616516113
219,3519,0.8393020629882812,
220,3535,,0.7972625494003296
220,3535,0.8404337167739868,
221,3551,,0.7969663143157959
221,3551,0.8415318131446838,
222,3567,,0.8606166243553162
222,3567,0.8547310829162598,
223,3583,,0.7561531066894531
223,3583,0.8192769885063171,
224,3599,,0.7751833200454712
224,3599,0.8173317313194275,
225,3615,,0.7686607837677002
225,3615,0.887053906917572,
226,3631,,0.8270183801651001
226,3631,0.8294018507003784,
227,3647,,0.8191735148429871
227,3647,0.8475055694580078,
228,3663,,0.7605835199356079
228,3663,0.8565716743469238,
229,3679,,0.7508310675621033
229,3679,0.8146732449531555,
230,3695,,0.7267476320266724
230,3695,0.8444675803184509,
231,3711,,0.8989788293838501
231,3711,0.8257735967636108,
232,3727,,0.8720054626464844
232,3727,0.8213933706283569,
233,3743,,0.930374264717102
233,3743,0.8387428522109985,
234,3759,,0.7465694546699524
234,3759,0.8276297450065613,
235,3775,,0.9822202324867249
235,3775,0.837620198726654,
236,3791,,0.7869088649749756
236,3791,0.8235762715339661,
237,3807,,0.7938742637634277
237,3807,0.8276435136795044,
238,3823,,0.9877601861953735
238,3823,0.8217523097991943,
239,3839,,0.8134042024612427
239,3839,0.8260077238082886,
240,3855,,0.6898751258850098
240,3855,0.8431507349014282,
241,3871,,0.8830775618553162
241,3871,0.8645186424255371,
242,3887,,0.9403958320617676
242,3887,0.8185821771621704,
243,3903,,0.9170780181884766
243,3903,0.8381907939910889,
244,3919,,0.8372887969017029
244,3919,0.8405582308769226,
245,3935,,0.8709503412246704
245,3935,0.8544197678565979,
246,3951,,0.7658895254135132
246,3951,0.8350674510002136,
247,3967,,0.7963253259658813
247,3967,0.8418775200843811,
248,3983,,0.933917760848999
248,3983,0.7980870604515076,
249,3999,,0.883685827255249
249,3999,0.8528081774711609,
250,4015,,0.692197322845459
250,4015,0.8120217323303223,
251,4031,,0.8686749935150146
251,4031,0.8305609226226807,
252,4047,,0.877360463142395
252,4047,0.8404530882835388,
253,4063,,0.9415044784545898
253,4063,0.823531985282898,
254,4079,,0.7366636991500854
254,4079,0.8333863615989685,
255,4095,,0.6960885524749756
255,4095,0.820711076259613,
256,4111,,0.7510477304458618
256,4111,0.7952589392662048,
257,4127,,0.9673709869384766
257,4127,0.844271719455719,
258,4143,,0.9142796993255615
258,4143,0.8426523804664612,
259,4159,,0.8301537036895752
259,4159,0.8373740911483765,
260,4175,,0.7424906492233276
260,4175,0.8231132626533508,
261,4191,,0.8981595039367676
261,4191,0.8265823125839233,
262,4207,,0.8074740171432495
262,4207,0.8655832409858704,
263,4223,,0.7740405201911926
263,4223,0.8480651378631592,
264,4239,,0.9399725198745728
264,4239,0.8357637524604797,
265,4255,,0.7524164915084839
265,4255,0.7725950479507446,
266,4271,,0.8470755219459534
266,4271,0.8395432829856873,
267,4287,,0.8617370128631592
267,4287,0.8372800350189209,
268,4303,,0.7694920301437378
268,4303,0.8373296856880188,
269,4319,,0.8999114632606506
269,4319,0.8095750212669373,
270,4335,,0.7862918972969055
270,4335,0.779991865158081,
271,4351,,0.8341032266616821
271,4351,0.8514323830604553,
272,4367,,0.8678095936775208
272,4367,0.8440373539924622,
273,4383,,0.7711451053619385
273,4383,0.8093684911727905,
274,4399,,0.789942741394043
274,4399,0.8134970664978027,
