epoch,step,train_loss_epoch,train_loss_step
64,8644,0.08308340609073639,
65,8777,,0.0990578681230545
65,8777,0.08371677994728088,
66,8910,,0.07981063425540924
66,8910,0.08339714258909225,
67,9043,,0.07456012815237045
67,9043,0.08274605870246887,
68,9176,,0.080860435962677
68,9176,0.08246943354606628,
69,9309,,0.0780649334192276
69,9309,0.082117959856987,
70,9442,,0.08083952963352203
70,9442,0.08194927126169205,
71,9575,,0.07867889851331711
71,9575,0.08153798431158066,
72,9708,,0.06993093341588974
72,9708,0.07957840710878372,
73,9841,,0.07777407765388489
73,9841,0.07617396861314774,
74,9974,,0.07435000687837601
74,9974,0.0788922905921936,
75,10107,,0.0715644434094429
75,10107,0.0760992169380188,
76,10240,,0.06757770478725433
76,10240,0.07685385644435883,
77,10373,,0.08045167475938797
77,10373,0.07356129586696625,
78,10506,,0.07052407413721085
78,10506,0.07469020783901215,
79,10639,,0.07302051037549973
79,10639,0.07335729151964188,
80,10772,,0.0726412981748581
80,10772,0.07167746871709824,
81,10905,,0.06602964550256729
81,10905,0.07040666788816452,
82,11038,,0.06556754559278488
82,11038,0.0720043033361435,
83,11171,,0.06402432918548584
83,11171,0.070517897605896,
84,11304,,0.06912335008382797
84,11304,0.0686710998415947,
85,11437,,0.07520050555467606
85,11437,0.0693921446800232,
86,11570,,0.0630304142832756
86,11570,0.06557757407426834,
87,11703,,0.0639859139919281
87,11703,0.06630166620016098,
88,11836,,0.05605136975646019
88,11836,0.0647817999124527,
89,11969,,0.06013346463441849
89,11969,0.06362059712409973,
90,12102,,0.06398758292198181
90,12102,0.06188997998833656,
91,12235,,0.061059530824422836
91,12235,0.06073079630732536,
92,12368,,0.060977354645729065
92,12368,0.058906495571136475,
93,12501,,0.0632406696677208
93,12501,0.06112104281783104,
94,12634,,0.05472542345523834
94,12634,0.06005081161856651,
95,12767,,0.056566234678030014
95,12767,0.05713963136076927,
96,12900,,0.05327562242746353
96,12900,0.05725659430027008,
97,13033,,0.05250157415866852
97,13033,0.05594390630722046,
98,13166,,0.052536316215991974
98,13166,0.05682525411248207,
99,13299,,0.06224357336759567
99,13299,0.05485531687736511,
100,13432,,0.050468623638153076
100,13432,0.05295761674642563,
101,13565,,0.04882240667939186
101,13565,0.053014304488897324,
102,13698,,0.051135238260030746
102,13698,0.05194923281669617,
103,13831,,0.04602101445198059
103,13831,0.050004731863737106,
104,13964,,0.05299845337867737
104,13964,0.05078165978193283,
105,14097,,0.05210850387811661
105,14097,0.04975563660264015,
106,14230,,0.05005597323179245
106,14230,0.04948519542813301,
107,14363,,0.04345076531171799
107,14363,0.04971705749630928,
108,14496,,0.04520745575428009
108,14496,0.04830644652247429,
109,14629,,0.049134381115436554
109,14629,0.04728734865784645,
110,14762,,0.04489452391862869
110,14762,0.04721686989068985,
111,14895,,0.04596419632434845
111,14895,0.046381231397390366,
112,15028,,0.04242006689310074
112,15028,0.047635577619075775,
113,15161,,0.0454045869410038
113,15161,0.045691948384046555,
114,15294,,0.04990150034427643
114,15294,0.045786406844854355,
115,15427,,0.04989060014486313
115,15427,0.04591831564903259,
116,15560,,0.044238753616809845
116,15560,0.04524395614862442,
117,15693,,0.04491175711154938
117,15693,0.04400353506207466,
118,15826,,0.04044511169195175
118,15826,0.044606491923332214,
119,15959,,0.03812842443585396
119,15959,0.04379109665751457,
120,16092,,0.042230650782585144
120,16092,0.0446184016764164,
121,16225,,0.041122473776340485
121,16225,0.042505569756031036,
122,16358,,0.04228292405605316
122,16358,0.04202882945537567,
123,16491,,0.038892682641744614
123,16491,0.04223809763789177,
124,16624,,0.04532867670059204
124,16624,0.04384684935212135,
125,16757,,0.041966572403907776
125,16757,0.04202901944518089,
126,16890,,0.041907258331775665
126,16890,0.040943194180727005,
127,17023,,0.04390533268451691
127,17023,0.040666814893484116,
128,17156,,0.03830333054065704
128,17156,0.04176678508520126,
129,17289,,0.035127319395542145
129,17289,0.03884410485625267,
130,17422,,0.03681398928165436
130,17422,0.039591528475284576,
131,17555,,0.0380435474216938
131,17555,0.039710525423288345,
132,17688,,0.037099797278642654
132,17688,0.0379117876291275,
133,17821,,0.03717793896794319
133,17821,0.03858095780014992,
134,17954,,0.04574613273143768
134,17954,0.038535457104444504,
135,18087,,0.03503252565860748
135,18087,0.03956605866551399,
136,18220,,0.037312302738428116
136,18220,0.037663254886865616,
137,18353,,0.037161991000175476
137,18353,0.0359518937766552,
138,18486,,0.04390880465507507
138,18486,0.037656303495168686,
139,18619,,0.034864287823438644
139,18619,0.037564534693956375,
140,18752,,0.03456680476665497
140,18752,0.035073041915893555,
141,18885,,0.036361418664455414
141,18885,0.03668751195073128,
142,19018,,0.032836370170116425
142,19018,0.03821542486548424,
143,19151,,0.03840789198875427
143,19151,0.03482571244239807,
144,19284,,0.0419088676571846
144,19284,0.0374893918633461,
145,19417,,0.03590777516365051
145,19417,0.03636052832007408,
146,19550,,0.03405056893825531
146,19550,0.03394562378525734,
147,19683,,0.034601032733917236
147,19683,0.03406978026032448,
148,19816,,0.028885092586278915
148,19816,0.035416994243860245,
149,19949,,0.03275224193930626
149,19949,0.03470539674162865,
150,20082,,0.03544125705957413
150,20082,0.03569665923714638,
151,20215,,0.044571708887815475
151,20215,0.035995323210954666,
152,20348,,0.0293574258685112
152,20348,0.03431875631213188,
153,20481,,0.049226559698581696
153,20481,0.03280599042773247,
154,20614,,0.03165976703166962
154,20614,0.03497518226504326,
155,20747,,0.038289520889520645
155,20747,0.03501449525356293,
156,20880,,0.03960014879703522
156,20880,0.03254707157611847,
157,21013,,0.03822461515665054
157,21013,0.033768557012081146,
158,21146,,0.030035506933927536
158,21146,0.03226209059357643,
159,21279,,0.02553274855017662
159,21279,0.03139638900756836,
160,21412,,0.030492866411805153
160,21412,0.03290633484721184,
161,21545,,0.03328970447182655
161,21545,0.031184948980808258,
162,21678,,0.02709016390144825
162,21678,0.03157004714012146,
